document_id,Clean_Body,sentiment
934,oppenheim small margin profound movi ive ever seen it exagger say film work geniu not part direct screenplay interestingli enough edit in hour movi wasnt singl wast frame the edit sound design play pivot role film ad layer depth beyond even script dialogu i never thought id see movi quit liter action whatsoev nevertheless never dull moment everi scene pertin everi line explos power featur one starstud cast ive ever seen i recogn everi actor movi give perform lifetim i strongli suspect everyon director editor writer compos major cast receiv ton welldeserv accolad featur i went expect good power i came experienc masterpiec cinema one im like never forget,positive
935,no bodi,neutral
936,thi movi is awesom after i watch thi movi i honestli felt like it onli last a hour or a few minut the cinematographi and sound made thi movi feel like a art piec not picasso not da vinci not michelangelo but all of them combin thi movi made me want to becom a physicist and complet revamp all of the physic thi movi is honestli better than the nr movi about the prison after watch thi movi i just need to say it is the best movi i have seen in my life it deal with moral death war and guilt i honestli feelt angri and sad for oppenheim see a he respos for the death of at least peopl but i also feel angri that he buildt a weapon of mass destrouct,positive
937,oppenheim one christoph nolan best movi oppenheim view hero mani know mani peopl die work much destruct inevit the toll take charact fascin desper tri chang futur alreadi guarante interest cillian murphi bring wide rang oscar worthi perform realli captur oppenheim perfectli he also support wonder ensembl cast emili blunt matt damon florenc pugh best work display robert downey jr real standout downey get chanc realli show play much iron man twist one go oppenheim brilliantli done it one best movi reveal time opinion written perform nolan one best director time clearli brought everyth movi the script solid peopl go go quot movi year come nolan chose tell stori uniqu way realli captur urgenc creation bomb well panic aftermath the edit next level sound design immacul oppenheim triumph everi singl level,positive
938,a hr long movi wont bore brilliant act cillian murphi great actor includ bluntdamon etc such wonder cast and timelin progress movi amaz left viewer awe even till last moment amaz soundtrack composit ludwig it perfect soundtrack even last scene movi soo satisfi leav audienc amaz use black white film spot it correctli convey subject perspect two side huge respect nolan craft nevertheless nude scene movi like realli need oppi extamarit affair could convey without scene,positive
939,no bodi,neutral
940,sincer lost word oppenheim murphi damon blunt pugh oldman absolut everi one el liter everyon second screen time hour absolut finest you captiv everi singl second feel like film hr long i couldnt genuin watch anoth hour your held everi wordno cgi clean old fashion cinemaso effortlessli emot beauti execut tell stori inform yet fascin way not second feel lost bore anyon could follow everyon absolut loveit long time sinc i couldnt stop think film watch plea favour watch it realli,positive
941,oppenheim movi saddl expect get go christoph nolan along emma thoma met everi singl one thema movi fill noth exposit convers emotionridden dialogu still manag enraptur attent span hourswhil lack cgi usag ensur slightli underwhelm visual experi triniti test scene stun imax visual coupl balanc usag score ensur i felt shiver throughoutaccompani stun cinematographi master composit ludwig goransson deserv perfect countless other across platform,positive
942,one best movi i ever seen just amaz three hour authent cinemaa great movi keep glu seat begin tell u stori young physicist becom transcendent histori modern world a technic superl outstand photographi surround sound immers complet storybrilli perform cillian murphi also remark awesom cast great actor everi singl shotnolan mayb better ever congratul masterpiec i enjoy,positive
943,have love cillian murphi portray thoma shelbi peaki blinder i thrill i first heard would play oppenheim i think i first heard either way i couldnt wait watch movi and i sooo impress turn though long kept captiv throughout i didnt want miss minut excel perform blunt downey cours cillian stole show what incred perform oppenheim im glad cillian final receiv recognit so deserv if social medium id spam tell amaz loli truli pray get oscar role he genuin deserv,positive
944,first foremost amaz beauti phenomen movi long ye thrill ye k ask come nolan imag perfect black white stun color amaz cant go wrong one and sound although atmo still punchi stun loud effect unlik past movi u actual hear what said asid like part movi wasnt best sound asid movi pretti bombast even action movi awesom part give sub work,positive
945,oppenheim beyond stori life it experi much detail attent import thing motiv physicist come groundbreak idea thi film prove histor thing happen rather say it open curio wonder first half soon triniti test begin nerv rack intimid suspens result the last half may seem like begin go nowher redeem show power polit messag it show contribut robert oppenheim gave govern make sure would work betray left side took advantag work it show societi need care know other may corrupt accomplish take advantag noth the last half result bomb world shine insan import polit messag amaz movi,negative
